stock_id,Annual Return,Annual Volatility,Sharpe Ratio
0050,0.02176254459215528,0.4003617152745468,0.05435720690034432
006208,0.17963126005013905,0.20442987597024492,0.8786937779891069
00878,0.07819847110680805,0.14823759856433014,0.5275211678019227
