date,stock_id,close
2020-10-14,0050,106.7
2020-10-15,0050,105.7
2020-10-16,0050,105.25
2020-10-19,0050,106.6
2020-10-20,0050,106.0
2020-10-21,0050,105.95
2020-10-22,0050,106.1
2020-10-23,0050,106.1
2020-10-26,0050,106.1
2020-10-27,0050,105.5
2020-10-28,0050,105.0
2020-10-29,0050,103.85
2020-10-30,0050,103.0
2020-11-02,0050,103.4
2020-11-03,0050,104.6
2020-11-04,0050,106.15
2020-11-05,0050,106.05
2020-11-06,0050,106.7
2020-11-09,0050,108.1
2020-11-10,0050,107.1
2020-11-11,0050,108.75
2020-11-12,0050,108.8
2020-11-13,0050,109.25
2020-11-16,0050,112.8
2020-11-17,0050,113.6
2020-11-18,0050,114.35
2020-11-19,0050,114.15
2020-11-20,0050,114.0
2020-11-23,0050,115.45
2020-11-24,0050,114.9
2020-11-25,0050,113.95
2020-11-26,0050,114.85
2020-11-27,0050,114.65
2020-11-30,0050,113.3
2020-12-01,0050,114.3
2020-12-02,0050,115.4
2020-12-03,0050,115.4
2020-12-04,0050,117.3
2020-12-07,0050,118.4
2020-12-08,0050,120.05
2020-12-09,0050,120.05
2020-12-10,0050,118.6
2020-12-11,0050,118.75
2020-12-14,0050,118.25
2020-12-15,0050,117.05
2020-12-16,0050,119.25
2020-12-17,0050,118.6
2020-12-18,0050,118.2
2020-12-21,0050,119.35
2020-12-22,0050,118.0
2020-12-23,0050,118.15
2020-12-24,0050,118.8
2020-12-25,0050,118.95
2020-12-28,0050,120.0
2020-12-29,0050,119.9
2020-12-30,0050,121.6
2020-12-31,0050,122.25
2021-01-04,0050,124.35
2021-01-05,0050,124.6
2021-01-06,0050,125.95
2021-01-07,0050,128.9
2021-01-08,0050,131.2
2021-01-11,0050,132.3
2021-01-12,0050,132.1
2021-01-13,0050,135.3
2021-01-14,0050,134.05
2021-01-15,0050,134.5
2021-01-18,0050,134.4
2021-01-19,0050,137.95
2021-01-20,0050,138.2
2021-01-21,0050,143.0
2021-01-22,0050,137.45
2021-01-25,0050,135.6
2021-01-26,0050,132.85
2021-01-27,0050,133.05
2021-01-28,0050,130.35
2021-01-29,0050,128.2
2021-02-01,0050,130.75
2021-02-02,0050,134.45
2021-02-03,0050,134.35
2021-02-04,0050,133.55
2021-02-05,0050,134.8
2021-02-17,0050,140.55
2021-02-18,0050,140.35
2021-02-19,0050,138.85
2021-02-22,0050,138.8
2021-02-23,0050,138.5
2021-02-24,0050,136.45
2021-02-25,0050,137.55
2021-02-26,0050,133.4
2021-03-02,0050,133.45
2021-03-03,0050,135.4
2021-03-04,0050,132.75
2021-03-05,0050,131.95
2021-03-08,0050,131.85
2021-03-09,0050,131.35
2021-03-10,0050,131.9
2021-03-11,0050,134.7
2021-03-12,0050,135.25
2021-03-15,0050,134.9
2021-03-16,0050,135.35
2021-03-17,0050,134.2
2021-03-18,0050,134.9
2021-03-19,0050,132.8
2021-03-22,0050,133.4
2021-03-23,0050,133.6
2021-03-24,0050,131.5
2021-03-25,0050,131.95
2021-03-26,0050,134.35
2021-03-29,0050,135.45
2021-03-30,0050,135.9
2021-03-31,0050,134.75
2021-04-01,0050,135.75
2021-04-06,0050,137.65
2021-04-07,0050,137.8
2021-04-08,0050,138.25
2021-04-09,0050,137.95
2021-04-12,0050,137.15
2021-04-13,0050,137.15
2021-04-14,0050,137.9
2021-04-15,0050,139.05
2021-04-16,0050,139.25
2021-04-19,0050,139.5
2021-04-20,0050,139.25
2021-04-21,0050,138.0
2021-04-22,0050,137.9
2021-04-23,0050,139.15
2021-04-26,0050,141.2
2021-04-27,0050,141.25
2021-04-28,0050,140.4
2021-04-29,0050,140.6
2021-05-03,0050,138.25
2021-05-04,0050,137.05
2021-05-05,0050,135.75
2021-05-06,0050,136.95
2021-05-07,0050,139.4
2021-05-10,0050,138.45
2021-05-11,0050,133.25
2021-05-12,0050,129.4
2021-05-13,0050,127.5
2021-05-14,0050,128.95
2021-05-17,0050,126.5
2021-05-18,0050,132.3
2021-05-19,0050,131.4
2021-05-20,0050,130.5
2021-05-21,0050,132.35
2021-05-24,0050,132.15
2021-05-25,0050,134.4
2021-05-26,0050,134.5
2021-05-27,0050,133.55
2021-05-28,0050,135.8
2021-05-31,0050,137.1
2021-06-01,0050,137.7
2021-06-02,0050,137.7
2021-06-03,0050,137.6
2021-06-04,0050,136.95
2021-06-07,0050,137.3
2021-06-08,0050,136.5
2021-06-09,0050,135.5
2021-06-10,0050,137.6
2021-06-11,0050,138.1
2021-06-15,0050,138.85
2021-06-16,0050,138.7
2021-06-17,0050,138.3
2021-06-18,0050,138.0
2021-06-21,0050,134.7
2021-06-22,0050,134.85
2021-06-23,0050,137.05
2021-06-24,0050,136.7
2021-06-25,0050,136.95
2021-06-28,0050,137.2
2021-06-29,0050,137.6
2021-06-30,0050,138.95
2021-07-01,0050,138.3
2021-07-02,0050,138.3
2021-07-05,0050,139.6
2021-07-06,0050,139.75
2021-07-07,0050,139.0
2021-07-08,0050,138.85
2021-07-09,0050,137.75
2021-07-12,0050,139.0
2021-07-13,0050,140.15
2021-07-14,0050,140.5
2021-07-15,0050,141.8
2021-07-16,0050,139.9
2021-07-19,0050,138.3
2021-07-20,0050,137.2
2021-07-21,0050,136.7
2021-07-22,0050,137.65
2021-07-23,0050,137.65
2021-07-26,0050,136.45
2021-07-27,0050,136.4
2021-07-28,0050,134.25
2021-07-29,0050,136.5
2021-07-30,0050,136.05
2021-08-02,0050,137.9
2021-08-03,0050,138.45
2021-08-04,0050,139.25
2021-08-05,0050,139.0
2021-08-06,0050,138.8
2021-08-09,0050,138.4
2021-08-10,0050,137.65
2021-08-11,0050,137.2
2021-08-12,0050,136.95
2021-08-13,0050,135.65
2021-08-16,0050,135.35
2021-08-17,0050,134.35
2021-08-18,0050,134.9
2021-08-19,0050,131.8
2021-08-20,0050,130.75
2021-08-23,0050,134.35
2021-08-24,0050,134.75
2021-08-25,0050,136.05
2021-08-26,0050,137.0
2021-08-27,0050,138.15
2021-08-30,0050,139.5
2021-08-31,0050,140.35
2021-09-01,0050,141.0
2021-09-02,0050,139.9
2021-09-03,0050,141.9
2021-09-06,0050,142.55
2021-09-07,0050,141.9
2021-09-08,0050,140.65
2021-09-09,0050,140.3
2021-09-10,0050,141.95
2021-09-13,0050,141.45
2021-09-14,0050,141.6
2021-09-15,0050,140.75
2021-09-16,0050,140.1
2021-09-17,0050,140.5
2021-09-22,0050,137.2
2021-09-23,0050,138.0
2021-09-24,0050,139.65
2021-09-27,0050,140.0
2021-09-28,0050,139.0
2021-09-29,0050,136.0
2021-09-30,0050,137.05
2021-10-01,0050,133.95
2021-10-04,0050,133.15
2021-10-05,0050,132.95
2021-10-06,0050,133.0
2021-10-07,0050,135.35
2021-10-08,0050,134.2
2021-10-12,0050,132.85
2021-10-13,0050,132.4
2021-10-14,0050,132.75
2021-10-15,0050,136.25
2021-10-18,0050,135.85
2021-10-19,0050,136.95
2021-10-20,0050,136.6
2021-10-21,0050,136.1
2021-10-22,0050,136.5
2021-10-25,0050,136.4
2021-10-26,0050,137.55
2021-10-27,0050,137.55
2021-10-28,0050,137.15
2021-10-29,0050,135.8
2021-11-01,0050,136.5
2021-11-02,0050,136.25
2021-11-03,0050,136.6
2021-11-04,0050,136.15
2021-11-05,0050,138.1
2021-11-08,0050,139.2
2021-11-09,0050,140.7
2021-11-10,0050,140.5
2021-11-11,0050,139.25
2021-11-12,0050,139.7
2021-11-15,0050,140.95
2021-11-16,0050,141.2
2021-11-17,0050,141.65
2021-11-18,0050,142.45
2021-11-19,0050,142.8
2021-11-22,0050,142.45
2021-11-23,0050,141.1
2021-11-24,0050,140.5
2021-11-25,0050,140.45
2021-11-26,0050,138.15
2021-11-29,0050,138.15
2021-11-30,0050,138.0
2021-12-01,0050,140.3
2021-12-02,0050,141.8
2021-12-03,0050,141.75
2021-12-06,0050,141.35
2021-12-07,0050,141.8
2021-12-08,0050,142.35
2021-12-09,0050,142.0
2021-12-10,0050,141.95
2021-12-13,0050,141.5
2021-12-14,0050,140.1
2021-12-15,0050,140.3
2021-12-16,0050,142.05
2021-12-17,0050,141.9
2021-12-20,0050,140.65
2021-12-21,0050,141.85
2021-12-22,0050,141.85
2021-12-23,0050,142.65
2021-12-24,0050,143.05
2021-12-27,0050,144.15
2021-12-28,0050,145.3
2021-12-29,0050,145.95
2021-12-30,0050,145.5
2022-01-03,0050,146.4
2022-01-04,0050,149.6
2022-01-05,0050,149.3
2022-01-06,0050,147.9
2022-01-07,0050,146.6
2022-01-10,0050,147.55
2022-01-11,0050,148.3
2022-01-12,0050,149.55
2022-01-13,0050,150.3
2022-01-14,0050,150.3
2022-01-17,0050,152.0
2022-01-18,0050,150.3
2022-01-19,0050,148.5
2022-01-20,0050,149.1
2022-01-21,0050,142.65
2022-01-24,0050,144.0
2022-01-25,0050,141.65
2022-01-26,0050,141.55
2022-02-07,0050,142.3
2022-02-08,0050,142.9
2022-02-09,0050,143.4
2022-02-10,0050,145.05
2022-02-11,0050,144.95
2022-02-14,0050,142.7
2022-02-15,0050,142.05
2022-02-16,0050,144.4
2022-02-17,0050,144.5
2022-02-18,0050,144.1
2022-02-21,0050,143.8
2022-02-22,0050,141.85
2022-02-23,0050,142.25
2022-02-24,0050,138.8
2022-02-25,0050,138.5
2022-03-01,0050,140.45
2022-03-02,0050,139.65
2022-03-03,0050,139.95
2022-03-04,0050,138.45
2022-03-07,0050,134.0
2022-03-08,0050,131.15
2022-03-09,0050,132.5
2022-03-10,0050,136.35
2022-03-11,0050,134.4
2022-03-14,0050,134.4
2022-03-15,0050,131.65
2022-03-16,0050,132.2
2022-03-17,0050,136.4
2022-03-18,0050,136.1
2022-03-21,0050,137.0
2022-03-22,0050,136.8
2022-03-23,0050,138.1
2022-03-24,0050,138.0
2022-03-25,0050,138.2
2022-03-28,0050,136.7
2022-03-29,0050,136.85
2022-03-30,0050,138.55
2022-03-31,0050,138.1
2022-04-01,0050,136.95
2022-04-06,0050,136.25
2022-04-07,0050,133.8
2022-04-08,0050,134.55
2022-04-11,0050,132.45
2022-04-12,0050,132.55
2022-04-13,0050,135.05
2022-04-14,0050,134.55
2022-04-15,0050,132.25
2022-04-18,0050,131.55
2022-04-19,0050,132.0
2022-04-20,0050,132.65
2022-04-21,0050,132.75
2022-04-22,0050,131.6
2022-04-25,0050,129.25
2022-04-26,0050,129.25
2022-04-27,0050,126.55
2022-04-28,0050,127.1
2022-04-29,0050,128.75
2022-05-03,0050,127.8
2022-05-04,0050,127.8
2022-05-05,0050,129.25
2022-05-06,0050,126.65
2022-05-09,0050,124.55
2022-05-10,0050,124.0
2022-05-11,0050,124.2
2022-05-12,0050,121.25
2022-05-13,0050,122.35
2022-05-16,0050,123.0
2022-05-17,0050,124.35
2022-05-18,0050,125.7
2022-05-19,0050,123.3
2022-05-20,0050,124.65
2022-05-23,0050,124.9
2022-05-24,0050,123.5
2022-05-25,0050,124.45
2022-05-26,0050,122.9
2022-05-27,0050,125.5
2022-05-30,0050,128.55
2022-05-31,0050,129.8
2022-06-01,0050,129.15
2022-06-02,0050,127.8
2022-06-06,0050,128.7
2022-06-07,0050,127.4
2022-06-08,0050,128.8
2022-06-09,0050,128.4
2022-06-10,0050,127.1
2022-06-13,0050,123.55
2022-06-14,0050,123.35
2022-06-15,0050,122.75
2022-06-16,0050,122.5
2022-06-17,0050,120.85
2022-06-20,0050,119.75
2022-06-21,0050,122.2
2022-06-22,0050,119.5
2022-06-23,0050,117.9
2022-06-24,0050,118.15
2022-06-27,0050,120.95
2022-06-28,0050,119.8
2022-06-29,0050,118.8
2022-06-30,0050,115.8
2022-07-01,0050,111.55
2022-07-04,0050,110.45
2022-07-05,0050,111.0
2022-07-06,0050,108.85
2022-07-07,0050,112.1
2022-07-08,0050,113.25
2022-07-11,0050,112.25
2022-07-12,0050,109.55
2022-07-13,0050,113.45
2022-07-14,0050,114.0
2022-07-15,0050,115.5
2022-07-18,0050,114.2
2022-07-19,0050,114.3
2022-07-20,0050,115.05
2022-07-21,0050,116.35
2022-07-22,0050,116.8
2022-07-25,0050,116.7
2022-07-26,0050,115.65
2022-07-27,0050,116.7
2022-07-28,0050,116.9
2022-07-29,0050,118.0
2022-08-01,0050,117.65
2022-08-02,0050,115.55
2022-08-03,0050,116.25
2022-08-04,0050,116.55
2022-08-05,0050,119.5
2022-08-08,0050,119.25
2022-08-09,0050,119.15
2022-08-10,0050,117.9
2022-08-11,0050,120.05
2022-08-12,0050,120.8
2022-08-15,0050,121.9
2022-08-16,0050,122.1
2022-08-17,0050,122.15
2022-08-18,0050,121.35
2022-08-19,0050,121.55
2022-08-22,0050,119.8
2022-08-23,0050,118.2
2022-08-24,0050,117.9
2022-08-25,0050,119.0
2022-08-26,0050,119.6
2022-08-29,0050,116.55
2022-08-30,0050,116.75
2022-08-31,0050,117.6
2022-09-01,0050,115.15
2022-09-02,0050,113.9
2022-09-05,0050,114.15
2022-09-06,0050,114.9
2022-09-07,0050,112.2
2022-09-08,0050,113.0
2022-09-12,0050,115.4
2022-09-13,0050,116.0
2022-09-14,0050,113.65
2022-09-15,0050,113.85
2022-09-16,0050,112.55
2022-09-19,0050,112.05
2022-09-20,0050,113.05
2022-09-21,0050,112.1
2022-09-22,0050,110.75
2022-09-23,0050,109.7
2022-09-26,0050,107.65
2022-09-27,0050,107.5
2022-09-28,0050,105.25
2022-09-29,0050,104.9
2022-09-30,0050,103.45
2022-10-03,0050,102.2
2022-10-04,0050,104.8
2022-10-05,0050,107.25
2022-10-06,0050,108.0
2022-10-07,0050,106.2
2022-10-11,0050,100.7
2022-10-12,0050,100.2
2022-10-13,0050,99.0
2022-10-14,0050,101.85
2022-10-17,0050,99.95
2022-10-18,0050,101.1
2022-10-19,0050,99.75
2022-10-20,0050,99.2
2022-10-21,0050,98.9
2022-10-24,0050,98.6
2022-10-25,0050,96.7
2022-10-26,0050,97.6
2022-10-27,0050,99.0
2022-10-28,0050,97.75
2022-10-31,0050,99.05
2022-11-01,0050,99.6
2022-11-02,0050,100.0
2022-11-03,0050,98.7
2022-11-04,0050,98.85
2022-11-07,0050,100.55
2022-11-08,0050,101.6
2022-11-09,0050,104.5
2022-11-10,0050,103.5
2022-11-11,0050,109.0
2022-11-14,0050,110.0
2022-11-15,0050,114.7
2022-11-16,0050,114.5
2022-11-17,0050,114.55
2022-11-18,0050,114.25
2022-11-21,0050,113.85
2022-11-22,0050,114.8
2022-11-23,0050,115.6
2022-11-24,0050,116.7
2022-11-25,0050,116.7
2022-11-28,0050,114.35
2022-11-29,0050,115.4
2022-11-30,0050,116.35
2022-12-01,0050,118.35
2022-12-02,0050,117.3
2022-12-05,0050,117.45
2022-12-06,0050,115.3
2022-12-07,0050,114.6
2022-12-08,0050,113.25
2022-12-09,0050,115.0
2022-12-12,0050,113.9
2022-12-13,0050,113.4
2022-12-14,0050,114.8
2022-12-15,0050,114.9
2022-12-16,0050,113.0
2022-12-19,0050,112.35
2022-12-20,0050,110.3
2022-12-21,0050,110.75
2022-12-22,0050,112.6
2022-12-23,0050,110.7
2022-12-26,0050,111.1
2022-12-27,0050,111.6
2022-12-28,0050,110.0
2022-12-29,0050,109.5
2022-12-30,0050,110.2
2023-01-03,0050,110.75
2023-01-04,0050,110.5
2023-01-05,0050,111.3
2023-01-06,0050,111.8
2023-01-09,0050,115.8
2023-01-10,0050,116.25
2023-01-11,0050,116.35
2023-01-12,0050,115.85
2023-01-13,0050,117.2
2023-01-16,0050,118.1
2023-01-17,0050,118.1
2023-01-30,0050,120.7
2023-01-31,0050,118.3
2023-02-01,0050,119.0
2023-02-02,0050,121.0
2023-02-03,0050,121.0
2023-02-06,0050,119.25
2023-02-07,0050,119.0
2023-02-08,0050,120.85
2023-02-09,0050,120.9
2023-02-10,0050,121.0
2023-02-13,0050,120.75
2023-02-14,0050,121.65
2023-02-15,0050,118.85
2023-02-16,0050,120.3
2023-02-17,0050,118.75
2023-02-20,0050,119.0
2023-02-21,0050,118.95
2023-02-22,0050,117.65
2023-02-23,0050,119.4
2023-02-24,0050,118.8
2023-03-01,0050,119.35
2023-03-02,0050,119.25
2023-03-03,0050,119.35
2023-03-06,0050,120.5
2023-03-07,0050,121.3
2023-03-08,0050,120.3
2023-03-09,0050,120.2
2023-03-10,0050,118.3
2023-03-13,0050,118.8
2023-03-14,0050,117.5
2023-03-15,0050,117.6
2023-03-16,0050,117.05
2023-03-17,0050,118.95
2023-03-20,0050,118.1
2023-03-21,0050,118.65
2023-03-22,0050,120.9
2023-03-23,0050,121.85
2023-03-24,0050,122.2
2023-03-27,0050,121.45
2023-03-28,0050,120.4
2023-03-29,0050,120.6
2023-03-30,0050,121.2
2023-03-31,0050,121.6
2023-04-06,0050,121.0
2023-04-07,0050,121.0
2023-04-10,0050,121.0
2023-04-11,0050,120.85
2023-04-12,0050,120.55
2023-04-13,0050,119.5
2023-04-14,0050,120.65
2023-04-17,0050,120.35
2023-04-18,0050,119.95
2023-04-19,0050,119.05
2023-04-20,0050,118.9
2023-04-21,0050,118.6
2023-04-24,0050,118.15
2023-04-25,0050,116.6
2023-04-26,0050,116.1
2023-04-27,0050,116.0
2023-04-28,0050,117.4
2023-05-02,0050,117.7
2023-05-03,0050,117.2
2023-05-04,0050,117.5
2023-05-05,0050,117.8
2023-05-08,0050,118.55
2023-05-09,0050,118.9
2023-05-10,0050,117.8
2023-05-11,0050,117.55
2023-05-12,0050,117.2
2023-05-15,0050,117.2
2023-05-16,0050,118.6
2023-05-17,0050,120.55
2023-05-18,0050,122.15
2023-05-19,0050,122.5
2023-05-22,0050,122.3
2023-05-23,0050,122.2
2023-05-24,0050,121.6
2023-05-25,0050,123.05
2023-05-26,0050,125.95
2023-05-29,0050,126.75
2023-05-30,0050,126.75
2023-05-31,0050,126.15
2023-06-01,0050,125.15
2023-06-02,0050,126.75
2023-06-05,0050,126.35
2023-06-06,0050,126.7
2023-06-07,0050,128.1
2023-06-08,0050,126.85
2023-06-09,0050,127.8
2023-06-12,0050,129.0
2023-06-13,0050,131.55
2023-06-14,0050,131.5
2023-06-15,0050,131.9
2023-06-16,0050,131.55
2023-06-19,0050,131.25
2023-06-20,0050,130.55
2023-06-21,0050,130.55
2023-06-26,0050,129.75
2023-06-27,0050,128.9
2023-06-28,0050,129.1
2023-06-29,0050,129.05
2023-06-30,0050,129.1
2023-07-03,0050,130.7
2023-07-04,0050,131.0
2023-07-05,0050,130.8
2023-07-06,0050,127.9
2023-07-07,0050,127.7
2023-07-10,0050,127.45
2023-07-11,0050,129.2
2023-07-12,0050,129.45
2023-07-13,0050,130.9
2023-07-14,0050,132.25
2023-07-17,0050,132.0
2023-07-18,0050,129.85
2023-07-19,0050,128.75
2023-07-20,0050,129.35
2023-07-21,0050,127.2
2023-07-24,0050,127.25
2023-07-25,0050,128.85
2023-07-26,0050,128.5
2023-07-27,0050,129.5
2023-07-28,0050,129.5
2023-07-31,0050,128.8
2023-08-01,0050,129.45
2023-08-02,0050,127.85
2023-08-04,0050,127.25
2023-08-07,0050,128.5
2023-08-08,0050,127.0
2023-08-09,0050,127.2
2023-08-10,0050,126.4
2023-08-11,0050,126.3
2023-08-14,0050,124.5
2023-08-15,0050,124.7
2023-08-16,0050,124.05
2023-08-17,0050,124.6
2023-08-18,0050,123.85
2023-08-21,0050,123.0
2023-08-22,0050,124.0
2023-08-23,0050,124.85
2023-08-24,0050,127.0
2023-08-25,0050,124.55
2023-08-28,0050,125.35
2023-08-29,0050,126.05
2023-08-30,0050,126.6
2023-08-31,0050,125.7
2023-09-01,0050,125.9
2023-09-04,0050,126.75
2023-09-05,0050,126.45
2023-09-06,0050,126.0
2023-09-07,0050,124.85
2023-09-08,0050,124.3
2023-09-11,0050,123.8
2023-09-12,0050,125.05
2023-09-13,0050,125.2
2023-09-14,0050,126.95
2023-09-15,0050,127.35
2023-09-18,0050,126.0
2023-09-19,0050,125.45
2023-09-20,0050,124.75
2023-09-21,0050,122.75
2023-09-22,0050,122.65
2023-09-25,0050,123.55
2023-09-26,0050,122.1
2023-09-27,0050,122.15
2023-09-28,0050,122.65
2023-10-02,0050,124.25
2023-10-03,0050,123.5
2023-10-04,0050,121.9
2023-10-05,0050,123.65
2023-10-06,0050,124.1
2023-10-11,0050,126.25
2023-10-12,0050,127.3
2023-10-13,0050,126.95
2023-10-16,0050,126.25
2023-10-17,0050,126.55
2023-10-18,0050,124.8
2023-10-19,0050,124.85
2023-10-20,0050,125.4
2023-10-23,0050,123.85
2023-10-24,0050,123.95
2023-10-25,0050,124.2
2023-10-26,0050,121.75
2023-10-27,0050,122.3
2023-10-30,0050,122.0
2023-10-31,0050,121.15
2023-11-01,0050,121.75
2023-11-02,0050,124.5
2023-11-03,0050,125.45
2023-11-06,0050,126.55
2023-11-07,0050,126.5
2023-11-08,0050,127.2
2023-11-09,0050,127.25
2023-11-10,0050,126.75
2023-11-13,0050,128.7
2023-11-14,0050,129.0
2023-11-15,0050,130.55
2023-11-16,0050,130.6
2023-11-17,0050,131.0
2023-11-20,0050,130.95
2023-11-21,0050,132.55
2023-11-22,0050,131.35
2023-11-23,0050,131.3
2023-11-24,0050,131.2
2023-11-27,0050,130.35
2023-11-28,0050,131.25
2023-11-29,0050,131.15
2023-11-30,0050,131.35
2023-12-01,0050,131.8
2023-12-04,0050,131.3
2023-12-05,0050,130.35
2023-12-06,0050,130.8
2023-12-07,0050,130.0
2023-12-08,0050,131.05
2023-12-11,0050,131.2
2023-12-12,0050,131.5
2023-12-13,0050,131.55
2023-12-14,0050,133.15
2023-12-15,0050,133.7
2023-12-18,0050,133.9
2023-12-19,0050,133.4
2023-12-20,0050,133.75
2023-12-21,0050,132.6
2023-12-22,0050,132.95
2023-12-25,0050,133.5
2023-12-26,0050,134.25
2023-12-27,0050,135.75
2023-12-28,0050,135.75
2023-12-29,0050,135.45
2024-01-02,0050,134.9
2024-01-03,0050,132.55
2024-01-04,0050,132.5
2024-01-05,0050,132.15
2024-01-08,0050,132.75
2024-01-09,0050,133.0
2024-01-10,0050,132.3
2024-01-11,0050,132.85
2024-01-12,0050,132.65
2024-01-15,0050,133.0
2024-01-16,0050,131.65
2024-01-17,0050,127.45
2024-01-18,0050,128.3
2024-01-19,0050,132.9
2024-01-22,0050,133.8
2024-01-23,0050,134.05
2024-01-24,0050,134.0
2024-01-25,0050,135.65
2024-01-26,0050,135.65
2024-01-29,0050,136.5
2024-01-30,0050,136.15
2024-01-31,0050,134.35
2024-02-01,0050,134.35
2024-02-02,0050,135.1
